15	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	4	7	15	20	8	11	12	4	5	6	5	19	23	2	3	18	22	4	5	6	4	8	18	20	7	3	4	6	11	14	3	16	22	4	5	7	8	2	1	2	7	2	3	3	19	23	2	5	6	7	6	3	4	3	4	5	6	5	2	3	8	18	24	1	5	2	3	1	1	17	23	5	5	10	12	2	10	12	1	12	14	8	5	7	3	14	16	3	7	15	20	6	2	3	8	19	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	4	8	18	22	7	3	4	6	11	13	3	16	18	1	1	17	21	2	2	1	2	4	13	16	5	5	10	12	2	10	13	1	12	16	8	5	6	3	14	16	5	4	11	14	1	9	12	2	18	21	6	18	22	3	13	16	2	6	15	16	7	13	15	4	7	15	19	8	11	14	4	5	7	5	19	20	4	5	7	10	2	1	2	7	2	3	3	19	22	4	4	11	13	1	7	8	6	13	16	8	3	4	3	7	15	19	6	2	3	8	19	25
10	2	3	3	4	5	5	7	4	5	7	8	2	1	2	7	2	3	3	19	24	2	3	18	24	4	5	6	2	5	6	8	6	3	4	4	4	11	12	1	7	8	6	13	15	8	3	4	3	7	15	17	6	2	3	8	19	21	5	4	11	14	1	9	11	2	18	23	6	18	21	3	13	18	3	4	5	6	5	2	3	8	18	23	1	1	17	18	2	2	1	2	4	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2	3	18	23	4	5	6	2	3	3	4	5	5	6	5	4	11	14	1	9	11	2	18	23	6	18	24	3	13	16	4	4	11	13	1	7	9	6	13	18	8	3	4	2	6	15	17	7	13	14	4	5	7	9	2	1	2	7	2	3	3	19	21	1	5	2	3	4	8	18	24	7	3	4	6	11	13	3	16	20	1	1	17	19	2	5	6	8	6	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2	6	15	16	7	13	15	3	7	15	20	6	2	3	8	19	22	1	5	2	3	4	7	15	18	8	11	12	4	5	7	5	19	21	5	4	11	13	1	9	11	2	18	21	6	18	19	3	13	16	4	5	7	9	2	1	2	7	2	3	3	19	21	3	4	5	6	5	2	3	8	18	21	2	5	6	8	6	3	4	2	3	3	4	5	5	6	5	5	10	13	2	10	11	1	12	15	8	5	6	3	14	18	0	0	0	0	0	0	0	0	0
10	2	2	1	2	4	13	14	2	6	15	17	7	13	14	2	3	18	22	4	5	6	4	8	18	19	7	3	4	6	11	12	3	16	17	5	4	11	14	1	9	12	2	18	21	6	18	21	3	13	14	5	5	10	12	2	10	12	1	12	13	8	5	7	3	14	18	4	4	11	13	1	7	9	6	13	15	8	3	4	4	7	15	19	8	11	13	4	5	6	5	19	24	2	5	6	8	6	3	4	2	3	3	4	5	5	7	0	0	0	0	0	0
10	5	5	10	12	2	10	13	1	12	13	8	5	7	3	14	17	4	4	11	14	1	7	9	6	13	15	8	3	4	2	2	1	2	4	13	17	1	1	17	18	2	6	15	19	7	13	15	4	5	7	9	2	1	2	7	2	3	3	19	21	1	5	2	3	5	4	11	13	1	9	11	2	18	22	6	18	19	3	13	16	2	3	18	23	4	5	6	3	7	15	17	6	2	3	8	19	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	3	7	15	18	6	2	3	8	19	26	1	1	17	22	4	7	15	19	8	11	13	4	5	7	5	19	22	2	6	15	20	7	13	17	5	5	10	11	2	10	14	1	12	14	8	5	7	3	14	19	4	4	11	12	1	7	9	6	13	16	8	3	4	5	4	11	15	1	9	12	2	18	22	6	18	23	3	13	17	2	2	1	2	4	13	18	2	3	18	21	4	5	6	2	3	3	4	5	5	6	0	0	0	0	0	0	0	0	0	0	0	0
10	1	1	17	19	5	5	10	12	2	10	13	1	12	13	8	5	6	3	14	15	4	8	18	19	7	3	4	6	11	15	3	16	20	3	7	15	17	6	2	3	8	19	24	2	6	15	16	7	13	17	4	4	11	15	1	7	9	6	13	14	8	3	4	1	5	2	3	2	2	1	2	4	13	17	5	4	11	13	1	9	11	2	18	19	6	18	19	3	13	14	4	7	15	19	8	11	13	4	5	6	5	19	22	0	0	0	0	0	0	0	0	0
10	1	1	17	22	2	6	15	20	7	13	17	3	4	5	7	5	2	3	8	18	22	5	4	11	12	1	9	11	2	18	23	6	18	20	3	13	17	4	4	11	14	1	7	8	6	13	16	8	3	4	2	3	18	20	4	5	6	2	5	6	7	6	3	4	3	7	15	18	6	2	3	8	19	24	4	8	18	23	7	3	4	6	11	13	3	16	20	5	5	10	11	2	10	13	1	12	16	8	5	6	3	14	17	0	0	0	0	0	0	0	0	0
10	2	2	1	2	4	13	17	3	7	15	19	6	2	3	8	19	21	4	8	18	24	7	3	4	6	11	12	3	16	21	2	3	18	21	4	5	6	2	5	6	7	6	3	4	1	1	17	23	2	3	3	4	5	5	6	3	4	5	7	5	2	3	8	18	20	5	5	10	14	2	10	11	1	12	13	8	5	7	3	14	15	5	4	11	12	1	9	11	2	18	24	6	18	22	3	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	4	4	11	15	1	7	9	6	13	14	8	3	4	3	4	5	7	5	2	3	8	18	19	4	8	18	24	7	3	4	6	11	13	3	16	20	1	1	17	23	5	4	11	12	1	9	11	2	18	21	6	18	19	3	13	16	3	7	15	16	6	2	3	8	19	24	1	5	2	3	2	3	3	4	5	5	6	4	7	15	17	8	11	15	4	5	6	5	19	24	2	2	1	2	4	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	5	5	10	12	2	10	12	1	12	13	8	5	6	3	14	15	1	5	2	3	2	3	18	23	4	5	7	4	5	7	8	2	1	2	7	2	3	3	19	20	2	6	15	17	7	13	14	4	8	18	22	7	3	4	6	11	12	3	16	18	4	7	15	20	8	11	13	4	5	6	5	19	24	5	4	11	15	1	9	12	2	18	20	6	18	24	3	13	16	2	5	6	7	6	3	4	4	4	11	13	1	7	10	6	13	18	8	3	4	0	0	0
10	4	8	18	23	7	3	4	6	11	15	3	16	19	3	4	5	6	5	2	3	8	18	19	2	2	1	2	4	13	16	4	5	7	9	2	1	2	7	2	3	3	19	22	2	5	6	7	6	3	4	2	3	18	21	4	5	6	2	6	15	20	7	13	15	1	5	2	3	5	4	11	12	1	9	12	2	18	20	6	18	19	3	13	14	1	1	17	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	5	5	10	11	2	10	14	1	12	14	8	5	7	3	14	18	2	5	6	7	6	3	4	2	6	15	18	7	13	14	4	7	15	16	8	11	15	4	5	7	5	19	22	4	8	18	20	7	3	4	6	11	13	3	16	20	1	1	17	19	5	4	11	13	1	9	12	2	18	19	6	18	19	3	13	17	3	4	5	7	5	2	3	8	18	23	2	3	18	19	4	5	6	4	5	7	8	2	1	2	7	2	3	3	19	22	0	0	0	0	0	0
